120.44 26.64 44.993864754753815
120.15 25.88 47.339013095432755
119.53 24.24 47.889001012954154
118.03 23.6 43.01995949009929
117.29 23.4 40.92414620567145
117.63 23.01 44.202098514445474
118.06 22.52 45.30355229481029
116.23 22.66 46.83342706510973
116.33 22.29 52.42281462353449
113.73 22.12 45.48266067241052
112.2 21.48 49.45150545936463
112.23 21.05 50.04604943432019
110.55 20.54 45.4439843876734
